month_end,ticker,weight,tier
2024-10-31,CIPLA,0.0,LONG
2024-10-31,ASIANPAINT,0.1,LONG
2024-10-31,HINDUNILVR,0.1,NEUTRAL
2024-11-30,HDFCBANK,0.1,LONG
2024-11-30,ICICIBANK,0.0,LONG
2024-11-30,SBIN,0.1,NEUTRAL
2024-11-30,AXISBANK,0.1,NEUTRAL
2024-11-30,TCS,0.0,LONG
2024-11-30,INFY,0.0,NEUTRAL
2024-11-30,WIPRO,0.1,NEUTRAL
2024-11-30,HCLTECH,0.0,LONG
2024-11-30,TECHM,0.0,NEUTRAL
2024-11-30,RELIANCE,0.1,LONG
2024-11-30,ADANIGREEN,0.1,LONG
2024-11-30,TATAMOTORS,0.1,NEUTRAL
2024-11-30,MARUTI,0.1,NEUTRAL
2024-11-30,M&M,0.0,NEUTRAL
2024-11-30,BAJAJ-AUTO,0.1,NEUTRAL
2024-11-30,DRREDDY,0.0,NEUTRAL
2024-11-30,HINDUNILVR,0.1,NEUTRAL
2024-11-30,ITC,0.0,NEUTRAL
