date,ticker,sentiment_score,esg_score,sdg_score,composite_score,article_count,confidence,contradiction,low_reliability,is_imputed
2022-01-03,ADANIGREEN,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-03,ASIANPAINT,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-03,AXISBANK,1.0,0.0,0.0,0.4,2.0,1.0,0.0,False,False
2022-01-03,BAJAJ-AUTO,,,,,,,,,True
2022-01-03,HDFCBANK,1.0,0.0,0.0,0.4,2.0,1.0,0.0,False,False
2022-01-03,HINDUNILVR,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-03,ICICIBANK,1.0,0.0,0.0,0.4,2.0,1.0,0.0,False,False
2022-01-03,ITC,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-03,KOTAKBANK,1.0,0.0,0.0,0.4,2.0,1.0,0.0,False,False
2022-01-03,M&M,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-03,MARUTI,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-03,NTPC,,,,,,,,,True
2022-01-03,ONGC,,,,,,,,,True
2022-01-03,POWERGRID,,,,,,,,,True
2022-01-03,RELIANCE,,,,,,,,,True
2022-01-03,SBIN,1.0,0.0,0.0,0.4,2.0,1.0,0.0,False,False
2022-01-03,TATAMOTORS,,,,,,,,,True
2022-01-03,TCS,,,,,,,,,True
2022-01-03,WIPRO,,,,,,,,,True
2022-01-03,CIPLA,1.0,0.5,0.0,0.575,2.0,1.0,0.0,False,False
2022-01-03,INFY,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-03,DRREDDY,,,,,,,,,True
2022-01-03,HCLTECH,,,,,,,,,True
2022-01-03,TECHM,,,,,,,,,True
2022-01-03,SUNPHARMA,,,,,,,,,True
2022-01-04,ADANIGREEN,0.0,0.0,1.0,0.25,,,,,True
2022-01-04,ASIANPAINT,1.0,0.0,0.0,0.4,,,,,True
2022-01-04,AXISBANK,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-04,BAJAJ-AUTO,,,,,,,,,True
2022-01-04,HDFCBANK,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-04,HINDUNILVR,0.0,0.0,1.0,0.25,,,,,True
2022-01-04,ICICIBANK,1.0,0.0,0.0,0.4,,,,,True
2022-01-04,ITC,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-04,KOTAKBANK,1.0,0.0,0.0,0.4,,,,,True
2022-01-04,M&M,0.0,0.0,0.0,0.0,,,,,True
2022-01-04,MARUTI,0.0,0.0,0.0,0.0,,,,,True
2022-01-04,NTPC,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-04,ONGC,0.5,0.0,0.5,0.325,2.0,0.75,0.0,True,False
2022-01-04,POWERGRID,0.0,0.0,1.0,0.25,2.0,0.5,0.0,True,False
2022-01-04,RELIANCE,,,,,,,,,True
2022-01-04,SBIN,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-04,TATAMOTORS,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-04,TCS,,,,,,,,,True
2022-01-04,WIPRO,,,,,,,,,True
2022-01-04,CIPLA,1.0,0.5,0.0,0.575,,,,,True
2022-01-04,INFY,-0.0,0.5,0.0,0.175,2.0,1.0,0.5,False,False
2022-01-04,DRREDDY,0.0,0.0,0.5,0.125,2.0,0.5,0.0,True,False
2022-01-04,HCLTECH,-0.5,0.0,0.5,-0.075,2.0,0.75,0.0,True,False
2022-01-04,TECHM,,,,,,,,,True
2022-01-04,SUNPHARMA,,,,,,,,,True
2022-01-05,ADANIGREEN,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-05,ASIANPAINT,1.0,1.0,0.0,0.75,1.0,1.0,0.0,True,False
2022-01-05,AXISBANK,0.2222,0.0,0.0,0.0889,3.0,0.6667,0.0,True,False
2022-01-05,BAJAJ-AUTO,,,,,,,,,True
2022-01-05,HDFCBANK,0.5,0.0,0.0,0.2,2.0,0.75,0.0,True,False
2022-01-05,HINDUNILVR,0.0,0.0,1.0,0.25,,,,,True
2022-01-05,ICICIBANK,-0.2143,0.0,0.0,-0.0857,2.0,1.0,0.5,False,False
2022-01-05,ITC,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-05,KOTAKBANK,0.2222,0.0,0.0,0.0889,3.0,0.6667,0.0,True,False
2022-01-05,M&M,1.0,0.5,0.0,0.575,2.0,1.0,0.0,False,False
2022-01-05,MARUTI,1.0,0.0,0.0,0.4,3.0,1.0,0.0,False,False
2022-01-05,NTPC,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,False
2022-01-05,ONGC,0.5,0.0,0.0,0.2,2.0,0.75,0.0,True,False
2022-01-05,POWERGRID,0.0,0.0,1.0,0.25,2.0,0.5,0.0,True,False
2022-01-05,RELIANCE,,,,,,,,,True
2022-01-05,SBIN,0.5,0.0,0.0,0.2,2.0,0.75,0.0,True,False
2022-01-05,TATAMOTORS,0.0,0.0,0.0,0.0,,,,,True
2022-01-05,TCS,1.0,1.0,0.0,0.75,1.0,1.0,0.0,True,False
2022-01-05,WIPRO,,,,,,,,,True
2022-01-05,CIPLA,1.0,0.5,0.0,0.575,,,,,True
2022-01-05,INFY,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-05,DRREDDY,-1.0,0.0,0.0,-0.4,1.0,1.0,0.0,True,False
2022-01-05,HCLTECH,-0.5,0.0,0.5,-0.075,,,,,True
2022-01-05,TECHM,1.0,1.0,0.0,0.75,1.0,1.0,0.0,True,False
2022-01-05,SUNPHARMA,,,,,,,,,True
2022-01-06,ADANIGREEN,0.0,0.0,1.0,0.25,,,,,True
2022-01-06,ASIANPAINT,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-06,AXISBANK,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-06,BAJAJ-AUTO,,,,,,,,,True
2022-01-06,HDFCBANK,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-06,HINDUNILVR,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-06,ICICIBANK,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-06,ITC,0.0,0.0,0.0,0.0,,,,,True
2022-01-06,KOTAKBANK,-0.2143,0.0,0.0,-0.0857,2.0,1.0,0.5,False,False
2022-01-06,M&M,-0.2,0.0,0.2,-0.03,5.0,0.6,0.0,True,False
2022-01-06,MARUTI,1.0,0.0,0.0,0.4,,,,,True
2022-01-06,NTPC,1.0,1.0,1.0,1.0,,,,,True
2022-01-06,ONGC,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-06,POWERGRID,0.0,0.0,1.0,0.25,,,,,True
2022-01-06,RELIANCE,,,,,,,,,True
2022-01-06,SBIN,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-06,TATAMOTORS,0.0,0.0,0.0,0.0,,,,,True
2022-01-06,TCS,1.0,1.0,0.0,0.75,,,,,True
2022-01-06,WIPRO,0.5,0.5,0.5,0.5,2.0,0.75,0.0,True,False
2022-01-06,CIPLA,1.0,0.5,0.0,0.575,,,,,True
2022-01-06,INFY,0.5,0.0,0.5,0.325,2.0,0.75,0.0,True,False
2022-01-06,DRREDDY,-1.0,0.0,0.0,-0.4,,,,,True
2022-01-06,HCLTECH,-0.5,0.0,0.5,-0.075,,,,,True
2022-01-06,TECHM,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-06,SUNPHARMA,-0.0,0.0,0.0,-0.0,2.0,1.0,0.5,False,False
2022-01-07,ADANIGREEN,0.0,0.0,1.0,0.25,,,,,True
2022-01-07,ASIANPAINT,0.0,0.0,0.0,0.0,,,,,True
2022-01-07,AXISBANK,1.0,0.0,0.0,0.4,,,,,True
2022-01-07,BAJAJ-AUTO,,,,,,,,,True
2022-01-07,HDFCBANK,1.0,0.0,0.0,0.4,,,,,True
2022-01-07,HINDUNILVR,0.0,0.0,0.0,0.0,,,,,True
2022-01-07,ICICIBANK,1.0,0.0,0.0,0.4,,,,,True
2022-01-07,ITC,0.0,0.0,0.0,0.0,,,,,True
2022-01-07,KOTAKBANK,-0.2143,0.0,0.0,-0.0857,,,,,True
2022-01-07,M&M,-0.2,0.0,0.2,-0.03,,,,,True
2022-01-07,MARUTI,1.0,0.0,0.0,0.4,,,,,True
2022-01-07,NTPC,1.0,1.0,1.0,1.0,,,,,True
2022-01-07,ONGC,0.0,0.0,1.0,0.25,,,,,True
2022-01-07,POWERGRID,0.0,0.0,1.0,0.25,,,,,True
2022-01-07,RELIANCE,,,,,,,,,True
2022-01-07,SBIN,1.0,0.0,0.0,0.4,,,,,True
2022-01-07,TATAMOTORS,0.0,0.0,0.0,0.0,,,,,True
2022-01-07,TCS,1.0,1.0,0.0,0.75,,,,,True
2022-01-07,WIPRO,0.5,0.5,0.5,0.5,,,,,True
2022-01-07,CIPLA,1.0,0.5,0.0,0.575,,,,,True
2022-01-07,INFY,0.5,0.0,0.5,0.325,,,,,True
2022-01-07,DRREDDY,-1.0,0.0,0.0,-0.4,,,,,True
2022-01-07,HCLTECH,-0.5,0.0,0.5,-0.075,,,,,True
2022-01-07,TECHM,0.0,0.0,0.0,0.0,,,,,True
2022-01-07,SUNPHARMA,-0.0,0.0,0.0,-0.0,,,,,True
2022-01-10,ADANIGREEN,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,False
2022-01-10,ASIANPAINT,0.0,0.0,0.0,0.0,,,,,True
2022-01-10,AXISBANK,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-10,BAJAJ-AUTO,,,,,,,,,True
2022-01-10,HDFCBANK,0.7143,0.0,0.0,0.2857,2.0,0.75,0.0,True,False
2022-01-10,HINDUNILVR,1.0,1.0,0.0,0.75,1.0,1.0,0.0,True,False
2022-01-10,ICICIBANK,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-10,ITC,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-10,KOTAKBANK,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-10,M&M,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-10,MARUTI,1.0,0.0,0.0,0.4,,,,,True
2022-01-10,NTPC,1.0,1.0,1.0,1.0,,,,,True
2022-01-10,ONGC,-1.0,0.0,0.0,-0.4,1.0,1.0,0.0,True,False
2022-01-10,POWERGRID,0.0,0.0,1.0,0.25,,,,,True
2022-01-10,RELIANCE,,,,,,,,,True
2022-01-10,SBIN,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-10,TATAMOTORS,0.0,0.0,0.0,0.0,,,,,True
2022-01-10,TCS,1.0,1.0,0.0,0.75,,,,,True
2022-01-10,WIPRO,0.5,0.5,0.5,0.5,,,,,True
2022-01-10,CIPLA,0.0,0.0,0.5,0.125,2.0,0.5,0.0,True,False
2022-01-10,INFY,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-10,DRREDDY,-1.0,0.0,0.0,-0.4,,,,,True
2022-01-10,HCLTECH,0.0,0.0,0.0,0.0,2.0,0.5,0.0,True,False
2022-01-10,TECHM,0.0,0.0,0.0,0.0,,,,,True
2022-01-10,SUNPHARMA,0.0,0.0,0.5,0.125,2.0,0.5,0.0,True,False
2022-01-11,ADANIGREEN,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,False
2022-01-11,ASIANPAINT,0.0,0.0,0.0,0.0,,,,,True
2022-01-11,AXISBANK,0.1818,0.0,0.25,0.1352,4.0,0.625,0.0,True,False
2022-01-11,BAJAJ-AUTO,0.3333,0.3333,0.6667,0.4167,3.0,0.6667,0.0,True,False
2022-01-11,HDFCBANK,0.1818,0.0,0.0,0.0727,4.0,0.625,0.0,True,False
2022-01-11,HINDUNILVR,-1.0,-1.0,0.0,-0.75,1.0,1.0,0.0,True,False
2022-01-11,ICICIBANK,0.3333,0.0,0.0,0.1333,3.0,0.6667,0.0,True,False
2022-01-11,ITC,0.0,0.0,0.0,0.0,,,,,True
2022-01-11,KOTAKBANK,0.1818,0.0,0.0,0.0727,4.0,0.625,0.0,True,False
2022-01-11,M&M,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-11,MARUTI,1.0,0.0,0.0,0.4,,,,,True
2022-01-11,NTPC,1.0,1.0,1.0,1.0,,,,,True
2022-01-11,ONGC,-1.0,0.0,0.0,-0.4,,,,,True
2022-01-11,POWERGRID,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-11,RELIANCE,,,,,,,,,True
2022-01-11,SBIN,0.3333,0.0,0.0,0.1333,3.0,0.6667,0.0,True,False
2022-01-11,TATAMOTORS,0.0,0.0,0.0,0.0,,,,,True
2022-01-11,TCS,1.0,1.0,0.0,0.75,,,,,True
2022-01-11,WIPRO,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,False
2022-01-11,CIPLA,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-11,INFY,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-11,DRREDDY,-1.0,0.0,0.0,-0.4,,,,,True
2022-01-11,HCLTECH,0.0,0.0,0.0,0.0,,,,,True
2022-01-11,TECHM,0.0,0.0,0.0,0.0,,,,,True
2022-01-11,SUNPHARMA,0.0,0.0,0.5,0.125,,,,,True
2022-01-12,ADANIGREEN,1.0,1.0,1.0,1.0,,,,,True
2022-01-12,ASIANPAINT,0.0,0.0,0.0,0.0,,,,,True
2022-01-12,AXISBANK,0.25,0.0,0.0,0.1,4.0,0.625,0.0,True,False
2022-01-12,BAJAJ-AUTO,0.3333,0.3333,0.6667,0.4167,,,,,True
2022-01-12,HDFCBANK,0.1538,0.0,0.0,0.0615,5.0,0.6,0.0,True,False
2022-01-12,HINDUNILVR,-1.0,-1.0,0.0,-0.75,,,,,True
2022-01-12,ICICIBANK,0.25,0.0,0.0,0.1,4.0,0.625,0.0,True,False
2022-01-12,ITC,0.0,0.0,0.0,0.0,,,,,True
2022-01-12,KOTAKBANK,0.25,0.0,0.0,0.1,4.0,0.625,0.0,True,False
2022-01-12,M&M,0.0,0.0,0.0,0.0,,,,,True
2022-01-12,MARUTI,1.0,0.0,0.0,0.4,,,,,True
2022-01-12,NTPC,1.0,1.0,1.0,1.0,,,,,True
2022-01-12,ONGC,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-12,POWERGRID,0.0,0.0,0.0,0.0,2.0,0.5,0.0,True,False
2022-01-12,RELIANCE,,,,,,,,,True
2022-01-12,SBIN,0.1111,0.0,0.0,0.0444,6.0,0.5833,0.0,True,False
2022-01-12,TATAMOTORS,,,,,,,,,True
2022-01-12,TCS,1.0,1.0,0.0,0.75,,,,,True
2022-01-12,WIPRO,1.0,1.0,1.0,1.0,,,,,True
2022-01-12,CIPLA,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-12,INFY,0.0,0.0,0.0,0.0,,,,,True
2022-01-12,DRREDDY,-1.0,0.0,0.0,-0.4,1.0,1.0,0.0,True,False
2022-01-12,HCLTECH,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-12,TECHM,0.0,0.0,0.0,0.0,,,,,True
2022-01-12,SUNPHARMA,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-13,ADANIGREEN,1.0,1.0,1.0,1.0,,,,,True
2022-01-13,ASIANPAINT,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-13,AXISBANK,0.25,0.0,0.0,0.1,,,,,True
2022-01-13,BAJAJ-AUTO,0.3333,0.3333,0.6667,0.4167,,,,,True
2022-01-13,HDFCBANK,0.1538,0.0,0.0,0.0615,,,,,True
2022-01-13,HINDUNILVR,-1.0,-1.0,0.0,-0.75,,,,,True
2022-01-13,ICICIBANK,0.25,0.0,0.0,0.1,,,,,True
2022-01-13,ITC,0.0,0.0,0.5,0.125,2.0,0.5,0.0,True,False
2022-01-13,KOTAKBANK,0.25,0.0,0.0,0.1,,,,,True
2022-01-13,M&M,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,False
2022-01-13,MARUTI,,,,,,,,,True
2022-01-13,NTPC,,,,,,,,,True
2022-01-13,ONGC,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-13,POWERGRID,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-13,RELIANCE,,,,,,,,,True
2022-01-13,SBIN,0.1111,0.0,0.0,0.0444,,,,,True
2022-01-13,TATAMOTORS,,,,,,,,,True
2022-01-13,TCS,,,,,,,,,True
2022-01-13,WIPRO,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-13,CIPLA,0.0,0.0,0.0,0.0,,,,,True
2022-01-13,INFY,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-13,DRREDDY,-1.0,0.0,0.0,-0.4,,,,,True
2022-01-13,HCLTECH,0.0,0.0,0.0,0.0,,,,,True
2022-01-13,TECHM,1.0,1.0,1.0,1.0,1.0,1.0,0.0,True,False
2022-01-13,SUNPHARMA,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-14,ADANIGREEN,1.0,1.0,1.0,1.0,,,,,True
2022-01-14,ASIANPAINT,0.0,0.0,0.0,0.0,,,,,True
2022-01-14,AXISBANK,0.25,0.0,0.0,0.1,,,,,True
2022-01-14,BAJAJ-AUTO,0.3333,0.3333,0.6667,0.4167,,,,,True
2022-01-14,HDFCBANK,0.1538,0.0,0.0,0.0615,,,,,True
2022-01-14,HINDUNILVR,-1.0,-1.0,0.0,-0.75,,,,,True
2022-01-14,ICICIBANK,0.25,0.0,0.0,0.1,,,,,True
2022-01-14,ITC,0.0,0.0,0.5,0.125,,,,,True
2022-01-14,KOTAKBANK,0.25,0.0,0.0,0.1,,,,,True
2022-01-14,M&M,1.0,1.0,1.0,1.0,,,,,True
2022-01-14,MARUTI,,,,,,,,,True
2022-01-14,NTPC,,,,,,,,,True
2022-01-14,ONGC,0.0,0.0,1.0,0.25,,,,,True
2022-01-14,POWERGRID,0.0,0.0,1.0,0.25,,,,,True
2022-01-14,RELIANCE,,,,,,,,,True
2022-01-14,SBIN,0.1111,0.0,0.0,0.0444,,,,,True
2022-01-14,TATAMOTORS,,,,,,,,,True
2022-01-14,TCS,,,,,,,,,True
2022-01-14,WIPRO,0.0,0.0,0.0,0.0,,,,,True
2022-01-14,CIPLA,0.0,0.0,0.0,0.0,,,,,True
2022-01-14,INFY,1.0,0.0,0.0,0.4,,,,,True
2022-01-14,DRREDDY,-1.0,0.0,0.0,-0.4,,,,,True
2022-01-14,HCLTECH,0.0,0.0,0.0,0.0,,,,,True
2022-01-14,TECHM,1.0,1.0,1.0,1.0,,,,,True
2022-01-14,SUNPHARMA,0.0,0.0,0.0,0.0,,,,,True
2022-01-17,ADANIGREEN,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-17,ASIANPAINT,0.5,0.5,0.5,0.5,2.0,0.75,0.0,True,False
2022-01-17,AXISBANK,0.25,0.0,0.0,0.1,4.0,0.625,0.0,True,False
2022-01-17,BAJAJ-AUTO,0.3333,0.3333,0.6667,0.4167,,,,,True
2022-01-17,HDFCBANK,0.1538,0.0,0.0,0.0615,5.0,0.6,0.0,True,False
2022-01-17,HINDUNILVR,-1.0,-1.0,0.0,-0.75,1.0,1.0,0.0,True,False
2022-01-17,ICICIBANK,0.25,0.0,0.0,0.1,4.0,0.625,0.0,True,False
2022-01-17,ITC,0.0,0.0,0.5,0.125,,,,,True
2022-01-17,KOTAKBANK,-0.2143,0.0,0.0,-0.0857,2.0,1.0,0.5,False,False
2022-01-17,M&M,-1.0,0.0,0.0,-0.4,1.0,1.0,0.0,True,False
2022-01-17,MARUTI,,,,,,,,,True
2022-01-17,NTPC,,,,,,,,,True
2022-01-17,ONGC,0.0,0.0,1.0,0.25,,,,,True
2022-01-17,POWERGRID,0.0,0.0,1.0,0.25,,,,,True
2022-01-17,RELIANCE,,,,,,,,,True
2022-01-17,SBIN,0.1538,0.0,0.0,0.0615,5.0,0.6,0.0,True,False
2022-01-17,TATAMOTORS,,,,,,,,,True
2022-01-17,TCS,1.0,1.0,0.0,0.75,1.0,1.0,0.0,True,False
2022-01-17,WIPRO,0.0,0.0,0.0,0.0,,,,,True
2022-01-17,CIPLA,0.0,0.0,0.0,0.0,,,,,True
2022-01-17,INFY,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-17,DRREDDY,1.0,1.0,0.0,0.75,1.0,1.0,0.0,True,False
2022-01-17,HCLTECH,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-17,TECHM,1.0,1.0,1.0,1.0,,,,,True
2022-01-17,SUNPHARMA,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-18,ADANIGREEN,0.0,0.0,1.0,0.25,2.0,0.5,0.0,True,False
2022-01-18,ASIANPAINT,0.5,0.5,0.5,0.5,,,,,True
2022-01-18,AXISBANK,0.0,0.0,0.0,0.0,4.0,0.5,0.0,True,False
2022-01-18,BAJAJ-AUTO,0.3333,0.3333,0.6667,0.4167,,,,,True
2022-01-18,HDFCBANK,-0.0,0.5,0.5,0.3,2.0,1.0,0.5,False,False
2022-01-18,HINDUNILVR,0.0,0.0,0.0,0.0,2.0,0.5,0.0,True,False
2022-01-18,ICICIBANK,-0.5556,0.0,0.0,-0.2222,3.0,0.6667,0.0,True,False
2022-01-18,ITC,0.0,0.0,0.5,0.125,,,,,True
2022-01-18,KOTAKBANK,0.0,0.0,0.3333,0.0833,3.0,0.5,0.0,True,False
2022-01-18,M&M,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-18,MARUTI,-1.0,0.0,0.0,-0.4,1.0,1.0,0.0,True,False
2022-01-18,NTPC,,,,,,,,,True
2022-01-18,ONGC,0.0,0.0,0.0,0.0,2.0,0.5,0.0,True,False
2022-01-18,POWERGRID,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-18,RELIANCE,,,,,,,,,True
2022-01-18,SBIN,1.0,0.0,0.0,0.4,2.0,1.0,0.0,False,False
2022-01-18,TATAMOTORS,,,,,,,,,True
2022-01-18,TCS,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-18,WIPRO,0.0,0.0,0.0,0.0,,,,,True
2022-01-18,CIPLA,0.0,0.0,0.0,0.0,,,,,True
2022-01-18,INFY,1.0,1.0,0.0,0.75,1.0,1.0,0.0,True,False
2022-01-18,DRREDDY,1.0,1.0,0.0,0.75,,,,,True
2022-01-18,HCLTECH,0.0,0.0,1.0,0.25,,,,,True
2022-01-18,TECHM,1.0,1.0,1.0,1.0,,,,,True
2022-01-18,SUNPHARMA,-1.0,0.0,0.0,-0.4,1.0,1.0,0.0,True,False
2022-01-19,ADANIGREEN,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-19,ASIANPAINT,0.5,0.5,0.5,0.5,,,,,True
2022-01-19,AXISBANK,1.0,0.5,0.5,0.7,2.0,1.0,0.0,False,False
2022-01-19,BAJAJ-AUTO,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-19,HDFCBANK,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-19,HINDUNILVR,-1.0,-1.0,0.0,-0.75,1.0,1.0,0.0,True,False
2022-01-19,ICICIBANK,0.2857,0.0,0.5,0.2393,2.0,0.75,0.0,True,False
2022-01-19,ITC,0.0,0.0,0.5,0.125,,,,,True
2022-01-19,KOTAKBANK,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-19,M&M,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-19,MARUTI,-1.0,0.0,0.0,-0.4,,,,,True
2022-01-19,NTPC,,,,,,,,,True
2022-01-19,ONGC,-1.0,0.0,0.0,-0.4,1.0,1.0,0.0,True,False
2022-01-19,POWERGRID,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-19,RELIANCE,,,,,,,,,True
2022-01-19,SBIN,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-19,TATAMOTORS,,,,,,,,,True
2022-01-19,TCS,0.0,0.0,1.0,0.25,,,,,True
2022-01-19,WIPRO,0.0,0.0,0.0,0.0,,,,,True
2022-01-19,CIPLA,0.0,0.0,0.0,0.0,,,,,True
2022-01-19,INFY,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-19,DRREDDY,1.0,1.0,0.0,0.75,,,,,True
2022-01-19,HCLTECH,0.0,0.0,1.0,0.25,,,,,True
2022-01-19,TECHM,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-19,SUNPHARMA,-1.0,0.0,0.0,-0.4,,,,,True
2022-01-20,ADANIGREEN,0.0,0.0,1.0,0.25,,,,,True
2022-01-20,ASIANPAINT,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-20,AXISBANK,0.0,0.0,0.0,0.0,2.0,0.5,0.0,True,False
2022-01-20,BAJAJ-AUTO,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-20,HDFCBANK,0.0,0.0,0.0,0.0,2.0,0.5,0.0,True,False
2022-01-20,HINDUNILVR,-1.0,-1.0,0.0,-0.75,,,,,True
2022-01-20,ICICIBANK,0.3571,0.25,0.25,0.2929,4.0,0.625,0.0,True,False
2022-01-20,ITC,0.0,0.0,0.5,0.125,,,,,True
2022-01-20,KOTAKBANK,-0.5556,0.0,0.0,-0.2222,3.0,0.6667,0.0,True,False
2022-01-20,M&M,-1.0,0.0,0.0,-0.4,3.0,1.0,0.0,False,False
2022-01-20,MARUTI,-1.0,0.0,0.0,-0.4,,,,,True
2022-01-20,NTPC,,,,,,,,,True
2022-01-20,ONGC,-1.0,0.0,0.0,-0.4,1.0,1.0,0.0,True,False
2022-01-20,POWERGRID,1.0,0.0,0.0,0.4,1.0,1.0,0.0,True,False
2022-01-20,RELIANCE,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-20,SBIN,0.0,0.0,0.0,0.0,2.0,0.5,0.0,True,False
2022-01-20,TATAMOTORS,,,,,,,,,True
2022-01-20,TCS,0.5,0.0,0.5,0.325,2.0,0.75,0.0,True,False
2022-01-20,WIPRO,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-20,CIPLA,1.0,0.5,0.5,0.7,2.0,1.0,0.0,False,False
2022-01-20,INFY,-1.0,0.0,0.0,-0.4,1.0,1.0,0.0,True,False
2022-01-20,DRREDDY,0.0,0.0,0.0,0.0,1.0,0.5,0.0,True,False
2022-01-20,HCLTECH,0.0,0.0,1.0,0.25,1.0,0.5,0.0,True,False
2022-01-20,TECHM,-1.0,0.0,0.0,-0.4,1.0,1.0,0.0,True,False
2022-01-20,SUNPHARMA,-1.0,0.0,0.0,-0.4,,,,,True
2022-01-21,ADANIGREEN,0.0,0.0,1.0,0.25,,,,,True
2022-01-21,ASIANPAINT,0.0,0.0,1.0,0.25,,,,,True
2022-01-21,AXISBANK,0.0,0.0,0.0,0.0,,,,,True
2022-01-21,BAJAJ-AUTO,0.0,0.0,0.0,0.0,,,,,True
2022-01-21,HDFCBANK,0.0,0.0,0.0,0.0,,,,,True
2022-01-21,HINDUNILVR,-1.0,-1.0,0.0,-0.75,,,,,True
